Source;Target;Type;Id;Label;Weight
150.104;72.110;Directed;;;1
150.105;72.58;Directed;;;1
150.106;72.53;Directed;;;1
150.107;72.79;Directed;;;1
150.108;72.63;Directed;;;1
150.76;72.4;Directed;;;1
150.109;72.114;Directed;;;1
150.110;72.115;Directed;;;1
150.111;72.45;Directed;;;1
150.112;72.111;Directed;;;1
150.113;72.116;Directed;;;1
150.95;72.20;Directed;;;1
150.82;72.62;Directed;;;1
150.114;72.74;Directed;;;1
150.115;72.117;Directed;;;1
150.116;72.22;Directed;;;1
150.117;72.118;Directed;;;1
150.118;72.72;Directed;;;1
150.85;72.97;Directed;;;1
150.47;72.67;Directed;;;1
151.0;150.119;Directed;;;1
151.0;150.119;Directed;;;1
152.0;151.0;Directed;;;1
152.0;151.0;Directed;;;1
153.0;8.11;Directed;;;1
153.0;8.57;Directed;;;1
153.0;8.58;Directed;;;1
153.1;8.83;Directed;;;1
153.0;8.39;Directed;;;1
153.1;8.46;Directed;;;1
153.2;8.8;Directed;;;1
153.3;8.4;Directed;;;1
153.0;8.7;Directed;;;1
153.4;8.84;Directed;;;1
153.5;8.27;Directed;;;1
153.5;8.64;Directed;;;1
153.6;8.71;Directed;;;1
153.3;8.12;Directed;;;1
153.7;8.42;Directed;;;1
153.8;8.98;Directed;;;1
153.3;8.3;Directed;;;1
153.7;8.28;Directed;;;1
153.9;8.99;Directed;;;1
153.10;8.88;Directed;;;1
153.6;8.97;Directed;;;1
153.11;8.69;Directed;;;1
153.2;8.30;Directed;;;1
153.12;8.71;Directed;;;1
153.13;8.62;Directed;;;1
153.14;8.92;Directed;;;1
153.15;8.100;Directed;;;1
153.16;8.29;Directed;;;1
153.17;8.82;Directed;;;1
153.5;8.49;Directed;;;1
153.18;76.17;Directed;;;1
153.19;76.78;Directed;;;1
153.20;76.79;Directed;;;1
153.5;76.28;Directed;;;1
153.21;76.44;Directed;;;1
153.22;76.44;Directed;;;1
153.22;76.49;Directed;;;1
153.23;76.56;Directed;;;1
153.24;76.22;Directed;;;1
153.13;76.53;Directed;;;1
153.25;76.37;Directed;;;1
153.17;76.29;Directed;;;1
153.1;76.53;Directed;;;1
153.18;76.56;Directed;;;1
153.26;76.63;Directed;;;1
153.27;76.80;Directed;;;1
153.28;76.31;Directed;;;1
153.29;76.48;Directed;;;1
153.22;76.21;Directed;;;1
153.30;76.81;Directed;;;1
153.31;76.25;Directed;;;1
153.2;76.19;Directed;;;1
153.27;76.20;Directed;;;1
153.32;76.71;Directed;;;1
153.33;76.81;Directed;;;1
153.34;76.20;Directed;;;1
153.35;76.82;Directed;;;1
153.36;76.42;Directed;;;1
153.37;76.9;Directed;;;1
153.35;76.24;Directed;;;1
153.38;76.83;Directed;;;1
153.39;76.84;Directed;;;1
153.3;76.45;Directed;;;1
153.40;76.85;Directed;;;1
153.41;76.55;Directed;;;1
153.42;76.9;Directed;;;1
153.43;76.9;Directed;;;1
153.44;76.45;Directed;;;1
153.45;76.49;Directed;;;1
153.46;76.86;Directed;;;1
153.31;76.80;Directed;;;1
153.47;76.23;Directed;;;1
153.48;76.80;Directed;;;1
153.49;76.87;Directed;;;1
153.50;76.54;Directed;;;1
153.43;76.34;Directed;;;1
153.51;76.7;Directed;;;1
153.46;76.4;Directed;;;1
153.52;76.88;Directed;;;1
153.17;76.76;Directed;;;1
153.22;76.0;Directed;;;1
153.29;76.67;Directed;;;1
153.53;76.52;Directed;;;1
153.54;76.82;Directed;;;1
153.55;76.69;Directed;;;1
153.56;76.87;Directed;;;1
153.56;76.30;Directed;;;1
153.57;76.5;Directed;;;1
153.58;76.44;Directed;;;1
153.59;76.89;Directed;;;1
153.60;76.51;Directed;;;1
153.47;76.64;Directed;;;1
153.54;76.1;Directed;;;1
153.61;76.4;Directed;;;1
153.62;76.32;Directed;;;1
153.63;76.90;Directed;;;1
153.64;76.68;Directed;;;1
153.65;76.35;Directed;;;1
153.0;76.16;Directed;;;1
153.52;76.75;Directed;;;1
153.66;76.78;Directed;;;1
153.67;76.67;Directed;;;1
153.68;76.91;Directed;;;1
153.68;76.1;Directed;;;1
153.69;76.92;Directed;;;1
153.70;76.60;Directed;;;1
153.71;76.42;Directed;;;1
153.72;76.93;Directed;;;1
153.73;76.31;Directed;;;1
153.74;76.87;Directed;;;1
153.75;76.94;Directed;;;1
153.76;76.14;Directed;;;1
153.77;76.15;Directed;;;1
153.78;117.59;Directed;;;1
153.79;117.10;Directed;;;1
153.80;117.53;Directed;;;1
153.12;117.4;Directed;;;1
153.81;117.54;Directed;;;1
153.82;117.20;Directed;;;1
153.83;117.38;Directed;;;1
153.84;117.60;Directed;;;1
153.85;117.30;Directed;;;1
153.86;117.61;Directed;;;1
153.87;117.62;Directed;;;1
153.88;117.2;Directed;;;1
153.89;117.39;Directed;;;1
153.90;117.1;Directed;;;1
153.71;117.45;Directed;;;1
153.91;117.11;Directed;;;1
153.92;117.24;Directed;;;1
153.93;117.37;Directed;;;1
153.1;117.16;Directed;;;1
153.94;117.49;Directed;;;1
153.95;117.60;Directed;;;1
153.96;117.56;Directed;;;1
153.97;117.59;Directed;;;1
153.98;117.63;Directed;;;1
153.99;117.7;Directed;;;1
153.95;117.43;Directed;;;1
153.36;117.29;Directed;;;1
153.100;117.52;Directed;;;1
153.71;117.44;Directed;;;1
153.101;117.61;Directed;;;1
153.102;117.57;Directed;;;1
153.103;117.62;Directed;;;1
153.68;117.38;Directed;;;1
153.68;117.41;Directed;;;1
153.4;117.1;Directed;;;1
153.104;117.5;Directed;;;1
153.105;117.35;Directed;;;1
153.74;117.5;Directed;;;1
153.106;117.64;Directed;;;1
153.107;117.13;Directed;;;1
153.108;117.39;Directed;;;1
153.109;117.65;Directed;;;1
153.110;117.58;Directed;;;1
153.107;117.20;Directed;;;1
153.111;117.29;Directed;;;1
153.87;117.55;Directed;;;1
168.0;153.107;Directed;;;1
168.1;153.19;Directed;;;1
168.2;153.6;Directed;;;1
168.3;153.112;Directed;;;1
168.4;153.113;Directed;;;1
168.5;153.114;Directed;;;1
168.6;153.91;Directed;;;1
168.7;153.41;Directed;;;1
154.0;103.5;Directed;;;1
154.1;103.26;Directed;;;1
154.2;103.4;Directed;;;1
154.1;103.38;Directed;;;1
154.0;103.18;Directed;;;1
154.3;103.33;Directed;;;1
154.4;103.6;Directed;;;1
154.4;103.7;Directed;;;1
154.5;103.32;Directed;;;1
154.4;103.21;Directed;;;1
154.6;103.37;Directed;;;1
154.7;103.28;Directed;;;1
154.8;103.40;Directed;;;1
154.9;103.8;Directed;;;1
154.10;103.40;Directed;;;1
154.11;103.32;Directed;;;1
154.12;103.17;Directed;;;1
154.13;103.13;Directed;;;1
154.5;103.30;Directed;;;1
154.14;103.37;Directed;;;1
154.15;103.41;Directed;;;1
154.1;103.3;Directed;;;1
154.16;103.3;Directed;;;1
154.9;103.40;Directed;;;1
154.0;103.36;Directed;;;1
154.17;103.25;Directed;;;1
154.17;103.26;Directed;;;1
154.18;103.26;Directed;;;1
154.19;103.27;Directed;;;1
154.20;103.15;Directed;;;1
154.21;103.40;Directed;;;1
154.22;103.29;Directed;;;1
154.23;103.7;Directed;;;1
154.1;103.25;Directed;;;1
154.13;103.3;Directed;;;1
154.24;103.23;Directed;;;1
154.25;103.29;Directed;;;1
154.12;103.35;Directed;;;1
154.26;103.42;Directed;;;1
154.27;103.7;Directed;;;1
154.27;103.13;Directed;;;1
154.28;103.43;Directed;;;1
154.29;103.17;Directed;;;1
154.18;103.36;Directed;;;1
154.30;103.44;Directed;;;1
154.7;103.44;Directed;;;1
154.31;103.13;Directed;;;1
154.32;103.34;Directed;;;1
154.33;103.0;Directed;;;1
154.34;103.16;Directed;;;1
154.35;103.40;Directed;;;1
154.36;103.42;Directed;;;1
154.29;103.37;Directed;;;1
154.37;103.44;Directed;;;1
154.21;103.19;Directed;;;1
154.0;103.9;Directed;;;1
155.0;45.28;Directed;;;1
155.0;45.3;Directed;;;1
155.0;45.21;Directed;;;1
155.0;45.1;Directed;;;1
155.0;45.6;Directed;;;1
155.1;45.10;Directed;;;1
155.2;45.32;Directed;;;1
155.3;45.33;Directed;;;1
155.4;45.21;Directed;;;1
155.5;45.12;Directed;;;1
155.6;45.6;Directed;;;1
155.3;45.29;Directed;;;1
155.6;45.25;Directed;;;1
155.3;45.20;Directed;;;1
155.7;45.23;Directed;;;1
155.8;45.34;Directed;;;1
155.9;45.35;Directed;;;1
155.10;45.20;Directed;;;1
155.11;45.29;Directed;;;1
155.9;45.3;Directed;;;1
155.12;45.36;Directed;;;1
155.8;45.35;Directed;;;1
155.11;45.8;Directed;;;1
155.12;45.35;Directed;;;1
155.6;45.4;Directed;;;1
155.13;45.27;Directed;;;1
155.14;45.13;Directed;;;1
155.15;45.14;Directed;;;1
155.16;45.4;Directed;;;1
155.17;45.8;Directed;;;1
155.18;45.6;Directed;;;1
155.19;45.31;Directed;;;1
155.20;45.22;Directed;;;1
156.0;119.72;Directed;;;1
156.0;119.58;Directed;;;1
156.1;119.49;Directed;;;1
156.2;119.48;Directed;;;1
156.2;119.3;Directed;;;1
156.3;119.56;Directed;;;1
156.4;119.54;Directed;;;1
156.3;119.18;Directed;;;1
156.5;119.73;Directed;;;1
156.6;119.46;Directed;;;1
156.0;119.54;Directed;;;1
156.7;119.22;Directed;;;1
156.8;119.33;Directed;;;1
156.9;119.30;Directed;;;1
156.6;119.51;Directed;;;1
156.10;119.32;Directed;;;1
156.0;119.12;Directed;;;1
156.11;119.72;Directed;;;1
156.12;119.10;Directed;;;1
156.13;119.11;Directed;;;1
156.14;119.24;Directed;;;1
156.15;119.14;Directed;;;1
156.16;119.4;Directed;;;1
156.12;119.65;Directed;;;1
156.2;119.60;Directed;;;1
156.17;119.6;Directed;;;1
156.10;119.42;Directed;;;1
156.18;119.74;Directed;;;1
156.19;119.71;Directed;;;1
156.11;119.49;Directed;;;1
156.15;119.21;Directed;;;1
156.20;119.75;Directed;;;1
156.1;119.69;Directed;;;1
156.21;119.8;Directed;;;1
156.22;119.76;Directed;;;1
156.23;119.0;Directed;;;1
156.24;119.38;Directed;;;1
156.25;119.7;Directed;;;1
156.26;119.18;Directed;;;1
156.21;119.54;Directed;;;1
156.27;119.77;Directed;;;1
156.28;119.12;Directed;;;1
156.29;119.16;Directed;;;1
156.30;119.27;Directed;;;1
157.0;156.31;Directed;;;1
157.0;156.31;Directed;;;1
158.0;149.100;Directed;;;1
158.1;149.57;Directed;;;1
158.2;149.79;Directed;;;1
158.3;149.0;Directed;;;1
158.3;149.42;Directed;;;1
158.4;149.26;Directed;;;1
158.5;149.101;Directed;;;1
158.4;149.81;Directed;;;1
158.6;149.73;Directed;;;1
158.7;149.102;Directed;;;1
158.8;149.75;Directed;;;1
158.9;149.75;Directed;;;1
158.10;149.103;Directed;;;1
158.10;149.46;Directed;;;1
158.11;149.55;Directed;;;1
158.12;149.104;Directed;;;1
158.1;149.59;Directed;;;1
158.13;149.105;Directed;;;1
158.9;149.101;Directed;;;1
158.10;149.44;Directed;;;1
158.14;149.66;Directed;;;1
158.15;149.82;Directed;;;1
158.16;149.66;Directed;;;1
158.17;149.59;Directed;;;1
158.18;149.106;Directed;;;1
159.0;35.35;Directed;;;1
159.1;35.5;Directed;;;1
159.2;35.111;Directed;;;1
159.3;35.147;Directed;;;1
159.4;35.156;Directed;;;1
159.5;35.166;Directed;;;1
159.6;35.6;Directed;;;1
159.7;35.41;Directed;;;1
159.8;35.167;Directed;;;1
159.9;35.48;Directed;;;1
159.10;35.168;Directed;;;1
159.11;35.127;Directed;;;1
159.0;35.141;Directed;;;1
159.3;35.67;Directed;;;1
159.12;35.169;Directed;;;1
159.0;35.20;Directed;;;1
159.13;35.62;Directed;;;1
159.1;35.121;Directed;;;1
159.7;35.32;Directed;;;1
159.12;35.86;Directed;;;1
159.14;35.170;Directed;;;1
159.15;35.121;Directed;;;1
159.16;35.171;Directed;;;1
159.17;35.127;Directed;;;1
159.18;35.172;Directed;;;1
159.19;35.108;Directed;;;1
159.20;35.173;Directed;;;1
159.21;35.49;Directed;;;1
160.0;159.22;Directed;;;1
160.0;159.22;Directed;;;1
161.0;3.261;Directed;;;1
161.0;3.188;Directed;;;1
161.1;3.113;Directed;;;1
161.0;3.18;Directed;;;1
161.2;3.262;Directed;;;1
161.3;3.263;Directed;;;1
161.4;3.123;Directed;;;1
161.5;3.264;Directed;;;1
161.5;3.102;Directed;;;1
161.1;3.132;Directed;;;1
161.6;3.158;Directed;;;1
161.7;3.44;Directed;;;1
161.8;3.265;Directed;;;1
161.9;3.266;Directed;;;1
161.10;3.0;Directed;;;1
161.8;3.212;Directed;;;1
161.1;3.68;Directed;;;1
161.11;3.238;Directed;;;1
161.12;3.132;Directed;;;1
161.13;3.222;Directed;;;1
161.9;3.231;Directed;;;1
161.14;3.267;Directed;;;1
161.15;3.82;Directed;;;1
161.16;3.268;Directed;;;1
161.8;3.59;Directed;;;1
161.16;3.68;Directed;;;1
161.7;3.31;Directed;;;1
161.10;3.60;Directed;;;1
161.4;3.109;Directed;;;1
161.17;3.153;Directed;;;1
161.18;3.269;Directed;;;1
161.19;3.158;Directed;;;1
161.2;3.101;Directed;;;1
161.20;3.96;Directed;;;1
161.20;3.217;Directed;;;1
161.21;3.270;Directed;;;1
161.22;3.54;Directed;;;1
162.0;69.9;Directed;;;1
162.1;69.62;Directed;;;1
162.2;69.63;Directed;;;1
162.3;69.34;Directed;;;1
162.4;69.64;Directed;;;1
163.0;11.29;Directed;;;1
163.0;11.28;Directed;;;1
163.1;11.13;Directed;;;1
163.2;11.9;Directed;;;1
163.3;11.95;Directed;;;1
163.4;11.68;Directed;;;1
163.5;11.31;Directed;;;1
163.4;11.20;Directed;;;1
163.6;11.57;Directed;;;1
163.7;11.47;Directed;;;1
163.8;11.30;Directed;;;1
163.9;11.96;Directed;;;1
163.10;11.97;Directed;;;1
163.11;11.98;Directed;;;1
163.12;11.99;Directed;;;1
163.13;11.24;Directed;;;1
163.1;11.20;Directed;;;1
163.14;11.96;Directed;;;1
163.15;11.53;Directed;;;1
163.11;11.15;Directed;;;1
163.16;11.82;Directed;;;1
163.17;11.40;Directed;;;1
163.18;11.84;Directed;;;1
163.19;11.31;Directed;;;1
163.20;11.93;Directed;;;1
163.19;11.1;Directed;;;1
163.21;11.100;Directed;;;1
163.12;11.21;Directed;;;1
163.6;11.98;Directed;;;1
163.15;11.23;Directed;;;1
163.22;11.48;Directed;;;1
163.12;11.83;Directed;;;1
163.23;11.81;Directed;;;1
163.24;11.101;Directed;;;1
163.25;11.84;Directed;;;1
163.26;11.102;Directed;;;1
163.27;11.27;Directed;;;1
163.5;11.18;Directed;;;1
163.28;11.84;Directed;;;1
163.12;11.53;Directed;;;1
163.29;11.15;Directed;;;1
163.30;11.45;Directed;;;1
163.26;11.56;Directed;;;1
163.31;11.45;Directed;;;1
163.32;11.81;Directed;;;1
163.33;11.103;Directed;;;1
163.2;11.33;Directed;;;1
163.19;11.96;Directed;;;1
163.32;11.98;Directed;;;1
163.21;11.76;Directed;;;1
163.34;11.104;Directed;;;1
163.10;11.100;Directed;;;1
163.35;11.55;Directed;;;1
163.36;11.0;Directed;;;1
163.37;11.105;Directed;;;1
163.38;11.75;Directed;;;1
163.39;11.79;Directed;;;1
163.17;11.33;Directed;;;1
163.40;11.39;Directed;;;1
163.24;11.52;Directed;;;1
163.41;11.106;Directed;;;1
163.34;11.63;Directed;;;1
163.42;11.92;Directed;;;1
163.43;11.106;Directed;;;1
163.44;11.107;Directed;;;1
163.45;11.108;Directed;;;1
163.46;11.77;Directed;;;1
163.31;11.106;Directed;;;1
163.47;11.73;Directed;;;1
163.48;11.79;Directed;;;1
163.26;11.51;Directed;;;1
163.49;11.108;Directed;;;1
163.50;11.109;Directed;;;1
163.51;11.24;Directed;;;1
163.52;11.99;Directed;;;1
163.53;11.110;Directed;;;1
163.54;11.82;Directed;;;1
163.52;11.98;Directed;;;1
163.51;11.51;Directed;;;1
163.0;11.3;Directed;;;1
163.55;11.1;Directed;;;1
163.56;11.6;Directed;;;1
163.57;11.88;Directed;;;1
163.39;11.7;Directed;;;1
163.19;11.7;Directed;;;1
163.58;11.32;Directed;;;1
163.42;11.10;Directed;;;1
163.59;11.111;Directed;;;1
163.48;11.72;Directed;;;1
163.1;11.36;Directed;;;1
163.60;11.103;Directed;;;1
163.61;11.112;Directed;;;1
163.62;11.0;Directed;;;1
163.26;76.13;Directed;;;1
163.63;76.95;Directed;;;1
163.6;76.92;Directed;;;1
163.64;76.88;Directed;;;1
163.65;76.96;Directed;;;1
163.14;76.70;Directed;;;1
163.9;76.1;Directed;;;1
163.41;76.57;Directed;;;1
163.66;76.97;Directed;;;1
163.8;76.12;Directed;;;1
163.67;76.66;Directed;;;1
163.68;76.98;Directed;;;1
163.69;76.17;Directed;;;1
163.70;76.44;Directed;;;1
163.71;76.99;Directed;;;1
163.72;76.38;Directed;;;1
163.58;76.77;Directed;;;1
163.73;76.8;Directed;;;1
163.74;76.100;Directed;;;1
163.5;76.6;Directed;;;1
163.75;76.101;Directed;;;1
163.5;76.55;Directed;;;1
163.13;76.86;Directed;;;1
163.25;76.42;Directed;;;1
163.76;76.73;Directed;;;1
163.33;76.15;Directed;;;1
163.77;76.2;Directed;;;1
163.10;76.72;Directed;;;1
163.78;76.17;Directed;;;1
163.79;76.102;Directed;;;1
163.80;76.43;Directed;;;1
163.81;76.91;Directed;;;1
163.82;76.103;Directed;;;1
163.83;76.87;Directed;;;1
163.55;76.63;Directed;;;1
163.84;76.92;Directed;;;1
163.85;76.93;Directed;;;1
163.86;76.104;Directed;;;1
163.87;76.26;Directed;;;1
163.88;76.102;Directed;;;1
163.62;76.37;Directed;;;1
163.89;76.34;Directed;;;1
163.42;76.17;Directed;;;1
163.90;76.38;Directed;;;1
163.35;76.94;Directed;;;1
163.91;76.89;Directed;;;1
163.92;76.64;Directed;;;1
163.44;76.77;Directed;;;1
163.93;76.65;Directed;;;1
163.94;76.105;Directed;;;1
163.77;76.19;Directed;;;1
163.95;76.7;Directed;;;1
163.20;76.94;Directed;;;1
163.96;76.85;Directed;;;1
163.63;76.62;Directed;;;1
163.97;76.67;Directed;;;1
163.98;76.85;Directed;;;1
163.99;76.39;Directed;;;1
163.100;76.64;Directed;;;1
163.101;76.49;Directed;;;1
163.29;76.89;Directed;;;1
163.102;76.33;Directed;;;1
163.103;76.104;Directed;;;1
163.104;76.5;Directed;;;1
163.63;76.51;Directed;;;1
163.105;76.70;Directed;;;1
163.106;76.106;Directed;;;1
163.107;76.57;Directed;;;1
163.30;76.27;Directed;;;1
163.108;76.88;Directed;;;1
163.109;76.107;Directed;;;1
163.110;76.10;Directed;;;1
163.111;76.86;Directed;;;1
163.112;76.60;Directed;;;1
163.76;76.45;Directed;;;1
163.61;76.105;Directed;;;1
163.101;76.53;Directed;;;1
163.113;76.37;Directed;;;1
163.114;76.19;Directed;;;1
163.115;76.106;Directed;;;1
163.116;76.93;Directed;;;1
163.117;76.40;Directed;;;1
163.118;76.7;Directed;;;1
163.119;76.108;Directed;;;1
163.84;76.4;Directed;;;1
163.120;76.85;Directed;;;1
163.121;76.97;Directed;;;1
163.67;76.85;Directed;;;1
163.122;76.109;Directed;;;1
163.123;76.85;Directed;;;1
163.124;76.110;Directed;;;1
163.75;76.78;Directed;;;1
163.70;76.0;Directed;;;1
163.125;76.101;Directed;;;1
163.126;76.14;Directed;;;1
163.0;76.45;Directed;;;1
164.0;163.63;Directed;;;1
164.0;163.63;Directed;;;1
165.0;164.0;Directed;;;1
165.0;164.0;Directed;;;1
166.0;76.41;Directed;;;1
166.1;76.41;Directed;;;1
166.2;76.3;Directed;;;1
166.3;76.100;Directed;;;1
166.3;76.34;Directed;;;1
166.4;76.65;Directed;;;1
166.5;76.87;Directed;;;1
166.6;76.4;Directed;;;1
166.7;76.26;Directed;;;1
166.8;76.107;Directed;;;1
166.9;76.66;Directed;;;1
166.10;76.111;Directed;;;1
166.4;76.21;Directed;;;1
166.11;76.60;Directed;;;1
166.12;76.112;Directed;;;1
166.13;76.77;Directed;;;1
166.14;76.112;Directed;;;1
166.15;76.68;Directed;;;1
166.16;76.59;Directed;;;1
166.17;76.110;Directed;;;1
166.18;76.113;Directed;;;1
166.1;76.56;Directed;;;1
166.19;76.114;Directed;;;1
166.20;76.115;Directed;;;1
166.18;76.19;Directed;;;1
166.21;76.34;Directed;;;1
166.13;76.109;Directed;;;1
166.5;76.96;Directed;;;1
166.13;76.111;Directed;;;1
166.22;76.34;Directed;;;1
166.23;76.105;Directed;;;1
166.19;76.108;Directed;;;1
166.24;76.116;Directed;;;1
166.25;76.117;Directed;;;1
166.26;76.118;Directed;;;1
166.13;76.80;Directed;;;1
166.27;76.119;Directed;;;1
166.7;76.7;Directed;;;1
166.28;76.36;Directed;;;1
166.29;76.82;Directed;;;1
166.27;76.19;Directed;;;1
166.30;76.119;Directed;;;1
166.31;76.1;Directed;;;1
166.32;76.92;Directed;;;1
166.33;76.120;Directed;;;1
166.4;76.68;Directed;;;1
166.34;76.25;Directed;;;1
166.16;76.12;Directed;;;1
166.7;76.109;Directed;;;1
166.35;76.54;Directed;;;1
166.25;76.14;Directed;;;1
166.36;76.51;Directed;;;1
166.34;76.37;Directed;;;1
166.37;76.46;Directed;;;1
166.13;76.83;Directed;;;1
166.38;76.95;Directed;;;1
166.39;76.121;Directed;;;1
166.40;76.122;Directed;;;1
166.41;76.33;Directed;;;1
166.42;76.121;Directed;;;1
166.43;76.80;Directed;;;1
166.44;76.16;Directed;;;1
166.45;76.122;Directed;;;1
166.46;76.97;Directed;;;1
166.47;76.105;Directed;;;1
166.48;76.35;Directed;;;1
166.10;76.61;Directed;;;1
166.49;76.91;Directed;;;1
166.50;76.64;Directed;;;1
166.25;76.121;Directed;;;1
166.51;76.89;Directed;;;1
166.24;76.42;Directed;;;1
166.52;76.81;Directed;;;1
166.53;76.121;Directed;;;1
166.54;76.19;Directed;;;1
166.55;76.25;Directed;;;1
166.29;76.92;Directed;;;1
166.18;76.56;Directed;;;1
166.56;76.40;Directed;;;1
166.57;76.22;Directed;;;1
166.29;76.113;Directed;;;1
166.47;126.19;Directed;;;1
166.30;126.50;Directed;;;1
166.29;126.34;Directed;;;1
166.58;126.46;Directed;;;1
166.16;126.48;Directed;;;1
166.59;126.37;Directed;;;1
166.60;126.52;Directed;;;1
166.31;126.47;Directed;;;1
166.55;126.38;Directed;;;1
166.59;126.52;Directed;;;1
166.61;126.10;Directed;;;1
166.14;126.21;Directed;;;1
166.62;126.53;Directed;;;1
166.28;126.48;Directed;;;1
166.46;149.28;Directed;;;1
166.63;149.39;Directed;;;1
166.64;149.106;Directed;;;1
166.65;149.65;Directed;;;1
166.66;149.17;Directed;;;1
166.67;149.107;Directed;;;1
166.68;149.108;Directed;;;1
166.69;149.109;Directed;;;1
166.70;149.110;Directed;;;1
166.71;149.58;Directed;;;1
166.72;149.61;Directed;;;1
166.73;149.49;Directed;;;1
166.74;149.111;Directed;;;1
166.75;149.56;Directed;;;1
166.16;149.24;Directed;;;1
166.76;149.73;Directed;;;1
166.77;149.54;Directed;;;1
166.78;149.107;Directed;;;1
166.79;149.104;Directed;;;1
166.80;149.9;Directed;;;1
166.81;149.99;Directed;;;1
166.82;149.112;Directed;;;1
166.83;149.113;Directed;;;1
166.84;149.35;Directed;;;1
166.85;149.51;Directed;;;1
166.22;149.16;Directed;;;1
166.86;149.114;Directed;;;1
166.20;149.35;Directed;;;1
166.87;149.82;Directed;;;1
166.88;149.115;Directed;;;1
166.89;149.94;Directed;;;1
166.90;149.116;Directed;;;1
166.91;149.66;Directed;;;1
166.87;149.108;Directed;;;1
166.37;149.8;Directed;;;1
166.92;149.36;Directed;;;1
166.93;149.105;Directed;;;1
166.53;149.45;Directed;;;1
166.94;149.117;Directed;;;1
166.95;149.30;Directed;;;1
166.96;149.108;Directed;;;1
166.97;149.61;Directed;;;1
166.98;149.103;Directed;;;1
166.99;149.103;Directed;;;1
166.100;149.13;Directed;;;1
166.26;149.88;Directed;;;1
166.16;149.86;Directed;;;1
166.101;149.118;Directed;;;1
166.102;149.119;Directed;;;1
166.103;149.46;Directed;;;1
166.104;149.56;Directed;;;1
167.0;3.124;Directed;;;1
167.1;3.148;Directed;;;1
167.2;3.200;Directed;;;1
167.3;3.271;Directed;;;1
167.0;3.22;Directed;;;1
167.4;3.70;Directed;;;1
167.4;3.50;Directed;;;1
167.5;3.190;Directed;;;1
167.6;3.151;Directed;;;1
167.7;3.111;Directed;;;1
167.8;3.272;Directed;;;1
167.9;3.8;Directed;;;1
167.10;3.270;Directed;;;1
167.11;3.273;Directed;;;1
167.12;3.204;Directed;;;1
167.13;3.274;Directed;;;1
167.0;3.267;Directed;;;1
167.14;3.248;Directed;;;1
167.6;3.64;Directed;;;1
167.15;3.178;Directed;;;1
167.16;3.257;Directed;;;1
167.17;3.275;Directed;;;1
167.18;3.45;Directed;;;1
167.19;3.209;Directed;;;1
167.2;3.249;Directed;;;1
167.20;3.276;Directed;;;1
167.9;3.93;Directed;;;1
167.21;3.277;Directed;;;1
167.22;3.222;Directed;;;1
167.23;3.278;Directed;;;1
167.24;3.158;Directed;;;1
167.25;3.181;Directed;;;1
167.26;3.54;Directed;;;1
167.25;8.25;Directed;;;1
167.27;8.84;Directed;;;1
167.28;8.5;Directed;;;1
167.29;8.94;Directed;;;1
167.30;8.93;Directed;;;1
167.31;8.101;Directed;;;1
167.0;8.90;Directed;;;1
167.32;8.74;Directed;;;1
167.33;8.43;Directed;;;1
167.34;8.101;Directed;;;1
167.35;8.14;Directed;;;1
167.36;8.38;Directed;;;1
167.37;8.36;Directed;;;1
167.38;8.61;Directed;;;1
167.39;8.60;Directed;;;1
167.11;8.53;Directed;;;1
167.40;8.102;Directed;;;1
167.2;8.79;Directed;;;1
167.41;8.75;Directed;;;1
167.42;8.103;Directed;;;1
167.15;8.102;Directed;;;1
167.18;8.82;Directed;;;1
167.43;8.52;Directed;;;1
167.44;8.100;Directed;;;1
167.45;8.104;Directed;;;1
167.46;8.71;Directed;;;1
167.47;8.105;Directed;;;1
167.7;8.54;Directed;;;1
167.48;8.82;Directed;;;1
167.49;8.37;Directed;;;1
167.50;8.68;Directed;;;1
167.51;8.106;Directed;;;1
167.52;8.84;Directed;;;1
167.53;8.107;Directed;;;1
167.47;8.40;Directed;;;1
167.54;8.36;Directed;;;1
167.47;8.103;Directed;;;1
167.51;8.4;Directed;;;1
167.55;8.78;Directed;;;1
167.56;8.108;Directed;;;1
167.57;8.45;Directed;;;1
167.58;8.109;Directed;;;1
167.58;8.14;Directed;;;1
167.26;8.57;Directed;;;1
167.59;8.20;Directed;;;1
167.60;8.22;Directed;;;1
167.61;8.12;Directed;;;1
167.62;8.21;Directed;;;1
167.63;8.84;Directed;;;1
167.57;8.81;Directed;;;1
167.0;8.36;Directed;;;1
167.61;8.35;Directed;;;1
167.16;8.88;Directed;;;1
167.64;8.110;Directed;;;1
167.65;8.86;Directed;;;1
167.66;8.80;Directed;;;1
167.67;8.111;Directed;;;1
167.68;8.79;Directed;;;1
167.69;8.83;Directed;;;1
167.70;8.89;Directed;;;1
167.27;8.101;Directed;;;1
167.71;8.81;Directed;;;1
167.1;8.23;Directed;;;1
167.68;8.60;Directed;;;1
167.18;8.39;Directed;;;1
167.59;8.39;Directed;;;1
167.36;8.22;Directed;;;1
167.59;8.34;Directed;;;1
167.72;8.112;Directed;;;1
167.73;8.69;Directed;;;1
167.74;8.113;Directed;;;1
167.75;8.97;Directed;;;1
167.76;8.16;Directed;;;1
167.77;102.22;Directed;;;1
167.78;102.19;Directed;;;1
167.79;102.62;Directed;;;1
167.80;102.93;Directed;;;1
167.56;102.8;Directed;;;1
